timestamp,symbol,price,quantity,buyer,seller,Dist from VWAP
167800,KELP,2019,1,ExplicitBook,SUBMISSION,0.9777777777778738
166000,KELP,2019,1,ExplicitBook,SUBMISSION,0.959183673469397
165700,KELP,2018,1,ExplicitBook,SUBMISSION,0.4920634920633802
165100,KELP,2018,1,ExplicitBook,SUBMISSION,0.4918032786886215
165000,KELP,2018,1,ExplicitBook,SUBMISSION,0.49019607843138147
163800,KELP,2017,13,InferredBot,SUBMISSION,0.9807692307692832
160500,KELP,2017,13,InferredBot,SUBMISSION,1
160400,KELP,2017,1,ExplicitBook,SUBMISSION,0.9787234042553337
160000,KELP,2017,2,InferredBot,SUBMISSION,1
158800,KELP,2016,4,ExplicitBook,SUBMISSION,0.4615384615385665
158400,KELP,2016,1,ExplicitBook,SUBMISSION,0.4920634920633802
157700,KELP,2016,1,ExplicitBook,SUBMISSION,0.49019607843138147
154700,KELP,2018,11,InferredBot,SUBMISSION,1
153600,KELP,2016,14,InferredBot,SUBMISSION,1
153500,KELP,2016,1,InferredBot,SUBMISSION,1.1372549019608869
153300,KELP,2016,14,InferredBot,SUBMISSION,1
152300,KELP,2016,11,InferredBot,SUBMISSION,0.5
151600,KELP,2016,12,ExplicitBook,SUBMISSION,0.38461538461547207
151100,KELP,2015,1,ExplicitBook,SUBMISSION,0.625
149800,KELP,2015,1,ExplicitBook,SUBMISSION,0.9534883720930338
149700,KELP,2015,5,InferredBot,SUBMISSION,0.9827586206897649
149500,KELP,2015,1,ExplicitBook,SUBMISSION,0.515625
149200,KELP,2015,2,ExplicitBook,SUBMISSION,0.5660377358490223
148700,KELP,2015,2,InferredBot,SUBMISSION,0.4705882352941444
148000,KELP,2014,9,InferredBot,SUBMISSION,0.5
147800,KELP,2014,1,ExplicitBook,SUBMISSION,0.4915254237287172
147200,KELP,2015,14,InferredBot,SUBMISSION,1
145200,KELP,2015,1,ExplicitBook,SUBMISSION,0.9607843137255259
144000,KELP,2016,1,ExplicitBook,SUBMISSION,0.4888888888888232
139400,KELP,2016,2,InferredBot,SUBMISSION,1.0909090909090082
138500,KELP,2015,13,InferredBot,SUBMISSION,0.4680851063828868
137900,KELP,2015,1,InferredBot,SUBMISSION,0.5
136500,KELP,2015,2,InferredBot,SUBMISSION,0.509433962264211
135900,KELP,2016,2,InferredBot,SUBMISSION,0.5
135100,KELP,2015,8,ExplicitBook,SUBMISSION,0.4230769230769056
132400,KELP,2015,1,InferredBot,SUBMISSION,0.5
131600,KELP,2015,1,ExplicitBook,SUBMISSION,0.4918032786886215
131400,KELP,2015,7,ExplicitBook,SUBMISSION,0.4285714285713311
130700,KELP,2016,1,ExplicitBook,SUBMISSION,1.0980392156861853
130100,KELP,2016,1,ExplicitBook,SUBMISSION,0.933333333333394
128900,KELP,2015,1,ExplicitBook,SUBMISSION,0.5272727272727025
128000,KELP,2016,1,ExplicitBook,SUBMISSION,0.4888888888888232
124600,KELP,2013,1,ExplicitBook,SUBMISSION,0.48837209302314477
124000,KELP,2013,2,InferredBot,SUBMISSION,0.4878048780487916
124000,KELP,2013,1,ExplicitBook,SUBMISSION,0.4878048780487916
123800,KELP,2013,1,ExplicitBook,SUBMISSION,0.9795918367346985
123500,KELP,2012,3,InferredBot,SUBMISSION,1
123200,KELP,2014,6,InferredBot,SUBMISSION,0.34883720930224626
122900,KELP,2013,1,ExplicitBook,SUBMISSION,0.9538461538461434
122800,KELP,2013,4,InferredBot,SUBMISSION,0.453125
122600,KELP,2013,1,ExplicitBook,SUBMISSION,0.4915254237287172
121900,KELP,2015,1,ExplicitBook,SUBMISSION,0.9824561403509051
120500,KELP,2017,8,InferredBot,SUBMISSION,1.0612244897959044
119100,KELP,2019,2,ExplicitBook,SUBMISSION,0.4814814814815236
116000,KELP,2020,6,InferredBot,SUBMISSION,0.4693877551019341
115700,KELP,2020,1,ExplicitBook,SUBMISSION,0.49019607843138147
114800,KELP,2020,15,InferredBot,SUBMISSION,0.5
114100,KELP,2020,1,ExplicitBook,SUBMISSION,1.0294117647058556
113800,KELP,2020,13,InferredBot,SUBMISSION,1
111500,KELP,2021,1,ExplicitBook,SUBMISSION,0.6666666666667425
111100,KELP,2021,15,InferredBot,SUBMISSION,0.5
111000,KELP,2021,1,ExplicitBook,SUBMISSION,0.48979591836723557
109300,KELP,2019,11,InferredBot,SUBMISSION,0.5348837209303383
108400,KELP,2019,1,ExplicitBook,SUBMISSION,0.490566037735789
106200,KELP,2020,13,InferredBot,SUBMISSION,0.5
105800,KELP,2020,7,ExplicitBook,SUBMISSION,0.4444444444443434
105700,KELP,2020,1,ExplicitBook,SUBMISSION,0.9661016949153236
105600,KELP,2020,1,ExplicitBook,SUBMISSION,0.4918032786886215
105300,KELP,2020,1,ExplicitBook,SUBMISSION,0.4909090909090992
101500,KELP,2021,2,InferredBot,SUBMISSION,1
101200,KELP,2021,17,InferredBot,SUBMISSION,0.4705882352941444
99800,KELP,2021,4,InferredBot,SUBMISSION,1
99400,KELP,2021,2,InferredBot,SUBMISSION,1
99300,KELP,2020,1,ExplicitBook,SUBMISSION,0.4909090909090992
98900,KELP,2020,15,InferredBot,SUBMISSION,0.5
98800,KELP,2020,1,ExplicitBook,SUBMISSION,0.48979591836723557
98400,KELP,2020,1,InferredBot,SUBMISSION,0.44776119402990844
98300,KELP,2020,2,ExplicitBook,SUBMISSION,0.5322580645160997
95000,KELP,2022,1,InferredBot,SUBMISSION,1
94900,KELP,2022,6,InferredBot,SUBMISSION,0.5
94400,KELP,2022,1,InferredBot,SUBMISSION,0.5
93600,KELP,2022,1,InferredBot,SUBMISSION,0.5967741935482991
93300,KELP,2019,1,ExplicitBook,SUBMISSION,0.4915254237287172
92600,KELP,2017,1,ExplicitBook,SUBMISSION,0.49019607843138147
92300,KELP,2017,12,InferredBot,SUBMISSION,0.5
91000,KELP,2017,1,ExplicitBook,SUBMISSION,0.9836065573770156
90900,KELP,2017,1,ExplicitBook,SUBMISSION,0.9803921568627629
88100,KELP,2016,8,InferredBot,SUBMISSION,0.5
87900,KELP,2016,1,InferredBot,SUBMISSION,1
86900,KELP,2017,2,ExplicitBook,SUBMISSION,0.47727272727274794
85600,KELP,2017,4,ExplicitBook,SUBMISSION,0.6545454545455414
85100,KELP,2017,14,InferredBot,SUBMISSION,0.5
84600,KELP,2017,1,ExplicitBook,SUBMISSION,0.49019607843138147
84000,KELP,2018,1,ExplicitBook,SUBMISSION,0.599999999999909
82800,KELP,2017,1,InferredBot,SUBMISSION,0.5
81200,KELP,2015,1,ExplicitBook,SUBMISSION,0.4888888888888232
81100,KELP,2015,1,ExplicitBook,SUBMISSION,0.9622641509433834
80800,KELP,2015,1,ExplicitBook,SUBMISSION,0.6060606060605096
78900,KELP,2015,1,ExplicitBook,SUBMISSION,0.490566037735789
77100,KELP,2015,2,ExplicitBook,SUBMISSION,0.5076923076921958
77000,KELP,2015,2,InferredBot,SUBMISSION,0.5
75000,KELP,2016,1,ExplicitBook,SUBMISSION,0.4909090909090992
72900,KELP,2016,1,InferredBot,SUBMISSION,0.5
72500,KELP,2016,1,InferredBot,SUBMISSION,0.6721311475409948
69300,KELP,2017,1,ExplicitBook,SUBMISSION,0.48837209302314477
69200,KELP,2017,3,ExplicitBook,SUBMISSION,0.4761904761903679
68900,KELP,2017,1,ExplicitBook,SUBMISSION,0.49122807017533887
68300,KELP,2017,1,ExplicitBook,SUBMISSION,0.4915254237287172
68200,KELP,2017,1,ExplicitBook,SUBMISSION,0.4920634920633802
67600,KELP,2017,12,InferredBot,SUBMISSION,0.5
67100,KELP,2017,9,InferredBot,SUBMISSION,0.5
66900,KELP,2017,1,ExplicitBook,SUBMISSION,1.0588235294117112
66300,KELP,2018,1,ExplicitBook,SUBMISSION,1.0188679245281946
63600,KELP,2018,1,ExplicitBook,SUBMISSION,0.48837209302314477
62000,KELP,2016,1,ExplicitBook,SUBMISSION,0.4878048780487916
61900,KELP,2016,2,InferredBot,SUBMISSION,0.5
60000,KELP,2017,1,InferredBot,SUBMISSION,0.5
59100,KELP,2018,1,InferredBot,SUBMISSION,0.6721311475409948
58000,KELP,2020,11,InferredBot,SUBMISSION,1.1666666666667425
57500,KELP,2019,5,ExplicitBook,SUBMISSION,0.5833333333332575
57200,KELP,2019,1,ExplicitBook,SUBMISSION,0.4909090909090992
55500,KELP,2021,1,ExplicitBook,SUBMISSION,1.054545454545405
55100,KELP,2021,2,InferredBot,SUBMISSION,0.6818181818182438
54300,KELP,2022,1,ExplicitBook,SUBMISSION,0.9803921568627629
53900,KELP,2022,2,InferredBot,SUBMISSION,1
53200,KELP,2022,1,ExplicitBook,SUBMISSION,0.9841269841269877
52500,KELP,2022,1,ExplicitBook,SUBMISSION,0.49122807017533887
52300,KELP,2022,1,ExplicitBook,SUBMISSION,0.9824561403509051
51600,KELP,2022,2,InferredBot,SUBMISSION,0.5471698113208276
51500,KELP,2022,1,ExplicitBook,SUBMISSION,0.4918032786886215
50800,KELP,2022,1,ExplicitBook,SUBMISSION,0.48979591836723557
49900,KELP,2022,2,InferredBot,SUBMISSION,1
49600,KELP,2021,1,ExplicitBook,SUBMISSION,0.48979591836723557
49500,KELP,2021,6,InferredBot,SUBMISSION,0.6666666666667425
49400,KELP,2021,9,ExplicitBook,SUBMISSION,0.4629629629630472
49200,KELP,2021,11,InferredBot,SUBMISSION,0.5
46900,KELP,2021,1,ExplicitBook,SUBMISSION,0.49230769230780425
45900,KELP,2021,2,InferredBot,SUBMISSION,1.0606060606060055
44500,KELP,2021,1,ExplicitBook,SUBMISSION,1.0222222222221262
42900,KELP,2021,2,InferredBot,SUBMISSION,0.5
42000,KELP,2020,5,InferredBot,SUBMISSION,0.4411764705882888
35400,KELP,2025,1,ExplicitBook,SUBMISSION,0.5471698113208276
35000,KELP,2025,1,ExplicitBook,SUBMISSION,0.4878048780487916
33500,KELP,2025,1,InferredBot,SUBMISSION,0.5
33000,KELP,2025,1,ExplicitBook,SUBMISSION,0.4918032786886215
32600,KELP,2026,2,InferredBot,SUBMISSION,1
31600,KELP,2025,1,ExplicitBook,SUBMISSION,0.4909090909090992
29300,KELP,2026,2,InferredBot,SUBMISSION,0.48484848484849863
29200,KELP,2026,1,ExplicitBook,SUBMISSION,0.4920634920633802
27900,KELP,2025,1,ExplicitBook,SUBMISSION,0.4915254237287172
27300,KELP,2025,1,ExplicitBook,SUBMISSION,0.4920634920633802
26800,KELP,2025,1,ExplicitBook,SUBMISSION,0.4918032786886215
25400,KELP,2025,8,ExplicitBook,SUBMISSION,0.4411764705882888
24400,KELP,2025,1,ExplicitBook,SUBMISSION,0.4888888888888232
23900,KELP,2025,1,ExplicitBook,SUBMISSION,1
22500,KELP,2025,11,InferredBot,SUBMISSION,0.5
21700,KELP,2026,8,InferredBot,SUBMISSION,0.5
21500,KELP,2026,4,ExplicitBook,SUBMISSION,0.4565217391304941
20900,KELP,2026,1,ExplicitBook,SUBMISSION,0.9787234042553337
17700,KELP,2025,1,ExplicitBook,SUBMISSION,0.4915254237287172
16700,KELP,2025,1,ExplicitBook,SUBMISSION,0.9811320754718054
15800,KELP,2025,1,ExplicitBook,SUBMISSION,0.9777777777778738
15600,KELP,2024,2,InferredBot,SUBMISSION,0.6315789473683253
15000,KELP,2024,8,ExplicitBook,SUBMISSION,0.431034482758605
13300,KELP,2025,2,InferredBot,SUBMISSION,1.1111111111110858
13000,KELP,2025,1,ExplicitBook,SUBMISSION,1.1063829787233317
12400,KELP,2025,15,InferredBot,SUBMISSION,0.6071428571428896
11000,KELP,2024,7,ExplicitBook,SUBMISSION,0.43636363636369424
10300,KELP,2024,1,ExplicitBook,SUBMISSION,0.6825396825397547
9900,KELP,2025,4,ExplicitBook,SUBMISSION,0.4629629629630472
8100,KELP,2026,1,InferredBot,SUBMISSION,1
7300,KELP,2026,2,InferredBot,SUBMISSION,0.5909090909090082
7000,KELP,2026,2,InferredBot,SUBMISSION,0.4655172413793025
7000,KELP,2026,4,ExplicitBook,SUBMISSION,0.4655172413793025
5300,KELP,2025,1,ExplicitBook,SUBMISSION,0.48837209302314477
4800,KELP,2026,2,InferredBot,SUBMISSION,1
3000,KELP,2026,1,InferredBot,SUBMISSION,0.5818181818181074
0,KELP,2028,14,InferredBot,SUBMISSION,0.9523809523809632
0,KELP,2028,1,ExplicitBook,SUBMISSION,0.9523809523809632
199000,KELP,2021,2,SUBMISSION,InferredBot,0.5
195100,KELP,2018,6,SUBMISSION,InferredBot,1.1034482758620925
192400,KELP,2020,1,SUBMISSION,InferredBot,1
192200,KELP,2020,5,SUBMISSION,InferredBot,1
190700,KELP,2021,10,SUBMISSION,InferredBot,1
185400,KELP,2021,1,SUBMISSION,InferredBot,0.5106382978724469
184600,KELP,2021,1,SUBMISSION,InferredBot,1
184000,KELP,2020,13,SUBMISSION,InferredBot,0.5
183200,KELP,2020,9,SUBMISSION,InferredBot,1
181500,KELP,2019,2,SUBMISSION,InferredBot,0.5306122448980659
177900,KELP,2019,14,SUBMISSION,InferredBot,1
177700,KELP,2019,1,SUBMISSION,InferredBot,1
176900,KELP,2019,5,SUBMISSION,InferredBot,0.5434782608695059
176000,KELP,2018,1,SUBMISSION,InferredBot,1.0338983050846764
174000,KELP,2018,1,SUBMISSION,InferredBot,1
173400,KELP,2018,2,SUBMISSION,InferredBot,0.5
172600,KELP,2018,2,SUBMISSION,InferredBot,0.4032258064517009
171900,KELP,2018,1,SUBMISSION,InferredBot,0.5
167300,KELP,2017,11,SUBMISSION,InferredBot,0.5
163900,KELP,2016,2,SUBMISSION,InferredBot,0.5
162400,KELP,2016,4,SUBMISSION,InferredBot,0.9056603773585721
156600,KELP,2016,2,SUBMISSION,InferredBot,0.5319148936171132
156200,KELP,2015,7,SUBMISSION,InferredBot,0.9583333333332575
154900,KELP,2016,15,SUBMISSION,InferredBot,1
154300,KELP,2016,8,SUBMISSION,InferredBot,0.5
149800,KELP,2013,1,SUBMISSION,InferredBot,1.0465116279069662
147800,KELP,2013,7,SUBMISSION,InferredBot,0.5084745762712828
146300,KELP,2013,6,SUBMISSION,InferredBot,1
146000,KELP,2013,6,SUBMISSION,InferredBot,1
145400,KELP,2013,1,SUBMISSION,InferredBot,1
145000,KELP,2013,1,SUBMISSION,InferredBot,1
143600,KELP,2014,1,SUBMISSION,InferredBot,1
138900,KELP,2014,10,SUBMISSION,InferredBot,0.5
135400,KELP,2014,9,SUBMISSION,InferredBot,0.9833333333333485
133000,KELP,2014,13,SUBMISSION,InferredBot,0.5
132500,KELP,2014,15,SUBMISSION,InferredBot,0.5384615384614335
131800,KELP,2015,12,SUBMISSION,InferredBot,0.6470588235295054
131700,KELP,2014,9,SUBMISSION,InferredBot,0.9852941176470722
128400,KELP,2014,1,SUBMISSION,InferredBot,0.5535714285713311
127000,KELP,2015,2,SUBMISSION,InferredBot,1
126400,KELP,2014,2,SUBMISSION,InferredBot,0.34999999999990905
126300,KELP,2014,2,SUBMISSION,InferredBot,0.5
123600,KELP,2011,7,SUBMISSION,InferredBot,0.5
123000,KELP,2011,1,SUBMISSION,InferredBot,1
122300,KELP,2013,2,SUBMISSION,InferredBot,0.9387755102040956
120500,KELP,2015,10,SUBMISSION,InferredBot,0.9387755102040956
117700,KELP,2018,4,SUBMISSION,InferredBot,1.0166666666666515
116200,KELP,2019,1,SUBMISSION,InferredBot,0.526315789473756
113800,KELP,2018,2,SUBMISSION,InferredBot,1
113700,KELP,2018,6,SUBMISSION,InferredBot,0.875
111000,KELP,2020,4,SUBMISSION,InferredBot,0.5102040816327644
106300,KELP,2019,8,SUBMISSION,InferredBot,0.375
97200,KELP,2019,3,SUBMISSION,InferredBot,0.9183673469387941
97100,KELP,2019,1,SUBMISSION,InferredBot,0.5409836065573472
96900,KELP,2019,14,SUBMISSION,InferredBot,1
96000,KELP,2017,2,SUBMISSION,InferredBot,0.9791666666667425
91500,KELP,2016,14,SUBMISSION,InferredBot,0.5
91200,KELP,2016,1,SUBMISSION,InferredBot,0.5
91100,KELP,2016,1,SUBMISSION,InferredBot,0.5
89900,KELP,2015,2,SUBMISSION,InferredBot,0.5
89100,KELP,2015,1,SUBMISSION,InferredBot,0.34999999999990905
88000,KELP,2014,2,SUBMISSION,InferredBot,1
85100,KELP,2016,2,SUBMISSION,InferredBot,0.5
77600,KELP,2013,10,SUBMISSION,InferredBot,0.42105263157895934
77200,KELP,2013,10,SUBMISSION,InferredBot,1
76200,KELP,2015,14,SUBMISSION,InferredBot,1
75900,KELP,2015,6,SUBMISSION,InferredBot,1
75500,KELP,2015,2,SUBMISSION,InferredBot,0.40625
71700,KELP,2015,8,SUBMISSION,InferredBot,1
70600,KELP,2016,2,SUBMISSION,InferredBot,0.354838709677324
69700,KELP,2016,2,SUBMISSION,InferredBot,0.5
68000,KELP,2016,6,SUBMISSION,InferredBot,0.5
64000,KELP,2017,1,SUBMISSION,InferredBot,0.5
58400,KELP,2017,15,SUBMISSION,InferredBot,0.5106382978724469
55700,KELP,2020,1,SUBMISSION,InferredBot,0.4375
54300,KELP,2020,1,SUBMISSION,InferredBot,1.019607843137237
54100,KELP,2021,1,SUBMISSION,InferredBot,0.5199999999999818
51300,KELP,2021,13,SUBMISSION,InferredBot,0.5
50600,KELP,2020,1,SUBMISSION,InferredBot,0.9600000000000364
48100,KELP,2020,2,SUBMISSION,InferredBot,0.4651162790696617
42600,KELP,2020,2,SUBMISSION,InferredBot,0.5
42500,KELP,2020,1,SUBMISSION,InferredBot,0.5
40900,KELP,2018,1,SUBMISSION,InferredBot,1
38600,KELP,2020,1,SUBMISSION,InferredBot,0.5
37500,KELP,2021,1,SUBMISSION,InferredBot,1
34200,KELP,2023,9,SUBMISSION,InferredBot,1
31300,KELP,2024,13,SUBMISSION,InferredBot,0.5
24500,KELP,2023,2,SUBMISSION,InferredBot,1
19300,KELP,2025,1,SUBMISSION,InferredBot,0.5
11400,KELP,2023,2,SUBMISSION,InferredBot,0.5
4300,KELP,2024,2,SUBMISSION,InferredBot,0.2678571428571104
3800,KELP,2024,15,SUBMISSION,InferredBot,0.5
3200,KELP,2024,2,SUBMISSION,InferredBot,0.5306122448980659
3100,KELP,2024,2,SUBMISSION,InferredBot,0.5438596491228509
199400,KELP,2021,4,SUBMISSION,ExplicitBook,0.9200000000000728
198900,KELP,2021,5,SUBMISSION,ExplicitBook,0.2835820895522829
187000,KELP,2022,3,SUBMISSION,ExplicitBook,0.5277777777778283
186100,KELP,2022,4,SUBMISSION,ExplicitBook,0.933333333333394
182800,KELP,2019,1,SUBMISSION,ExplicitBook,0.9818181818181984
173200,KELP,2018,1,SUBMISSION,ExplicitBook,0.9787234042553337
171000,KELP,2019,3,SUBMISSION,ExplicitBook,0.9473684210527153
167000,KELP,2017,5,SUBMISSION,ExplicitBook,0.9180327868853055
166200,KELP,2017,3,SUBMISSION,ExplicitBook,0.4705882352941444
165200,KELP,2017,6,SUBMISSION,ExplicitBook,0.490566037735789
164900,KELP,2017,5,SUBMISSION,ExplicitBook,0.9206349206349387
162400,KELP,2016,5,SUBMISSION,ExplicitBook,0.9056603773585721
161000,KELP,2015,8,SUBMISSION,ExplicitBook,0.8709677419353739
159900,KELP,2015,5,SUBMISSION,ExplicitBook,0.8909090909091901
157600,KELP,2015,3,SUBMISSION,ExplicitBook,0.4705882352941444
157300,KELP,2015,4,SUBMISSION,ExplicitBook,0.45833333333325754
156900,KELP,2015,5,SUBMISSION,ExplicitBook,0.9444444444443434
156300,KELP,2015,3,SUBMISSION,ExplicitBook,0.47540983606563714
145600,KELP,2013,1,SUBMISSION,ExplicitBook,0.9827586206897649
145100,KELP,2013,10,SUBMISSION,ExplicitBook,0.8387096774192742
140600,KELP,2013,3,SUBMISSION,ExplicitBook,0.9833333333333485
140400,KELP,2013,1,SUBMISSION,ExplicitBook,0.9818181818181984
139700,KELP,2014,5,SUBMISSION,ExplicitBook,0.9206349206349387
138600,KELP,2014,2,SUBMISSION,ExplicitBook,0.5079365079366198
137700,KELP,2014,3,SUBMISSION,ExplicitBook,0.9322033898304198
136500,KELP,2014,1,SUBMISSION,ExplicitBook,0.490566037735789
134000,KELP,2014,2,SUBMISSION,ExplicitBook,0.27586206896557997
130900,KELP,2014,5,SUBMISSION,ExplicitBook,0.9850746268657531
130400,KELP,2014,1,SUBMISSION,ExplicitBook,0.9824561403509051
130200,KELP,2014,3,SUBMISSION,ExplicitBook,0.5161290322580498
129700,KELP,2015,3,SUBMISSION,ExplicitBook,0.4693877551019341
128400,KELP,2014,2,SUBMISSION,ExplicitBook,0.5535714285713311
125900,KELP,2014,6,SUBMISSION,ExplicitBook,0.43283582089543415
124100,KELP,2012,3,SUBMISSION,ExplicitBook,0.9473684210527153
120500,KELP,2015,3,SUBMISSION,ExplicitBook,0.9387755102040956
118500,KELP,2018,1,SUBMISSION,ExplicitBook,0.9811320754718054
117900,KELP,2018,4,SUBMISSION,ExplicitBook,0.31034482758627746
107000,KELP,2019,2,SUBMISSION,ExplicitBook,0.9629629629630472
106400,KELP,2019,6,SUBMISSION,ExplicitBook,0.900000000000091
106300,KELP,2019,4,SUBMISSION,ExplicitBook,0.375
103400,KELP,2019,1,SUBMISSION,ExplicitBook,0.9857142857142662
97200,KELP,2019,3,SUBMISSION,ExplicitBook,0.9183673469387941
88800,KELP,2014,2,SUBMISSION,ExplicitBook,0.9677419354839003
88600,KELP,2014,2,SUBMISSION,ExplicitBook,0.9622641509433834
85800,KELP,2016,6,SUBMISSION,ExplicitBook,0.47761194029840226
83700,KELP,2017,1,SUBMISSION,ExplicitBook,0.9803921568627629
82600,KELP,2016,3,SUBMISSION,ExplicitBook,0.41025641025635196
79200,KELP,2014,5,SUBMISSION,ExplicitBook,0.4693877551019341
78100,KELP,2014,3,SUBMISSION,ExplicitBook,0.5
76900,KELP,2014,6,SUBMISSION,ExplicitBook,0.8888888888889142
72600,KELP,2015,4,SUBMISSION,ExplicitBook,0.3382352941175668
70500,KELP,2016,3,SUBMISSION,ExplicitBook,0.5
65400,KELP,2016,3,SUBMISSION,ExplicitBook,0.474576271186379
61200,KELP,2016,2,SUBMISSION,ExplicitBook,0.47826086956524705
57900,KELP,2018,6,SUBMISSION,ExplicitBook,0.4500000000000455
56000,KELP,2019,3,SUBMISSION,ExplicitBook,0.9019607843138147
55200,KELP,2019,3,SUBMISSION,ExplicitBook,1.0181818181818016
54700,KELP,2020,4,SUBMISSION,ExplicitBook,0.4677419354839003
50600,KELP,2020,6,SUBMISSION,ExplicitBook,0.9600000000000364
49800,KELP,2020,5,SUBMISSION,ExplicitBook,0.9090909090909918
48300,KELP,2019,5,SUBMISSION,ExplicitBook,0.9206349206349387
45500,KELP,2019,3,SUBMISSION,ExplicitBook,0.47169811320759436
42300,KELP,2019,7,SUBMISSION,ExplicitBook,0.8571428571428896
41400,KELP,2018,4,SUBMISSION,ExplicitBook,0.5084745762712828
38800,KELP,2020,2,SUBMISSION,ExplicitBook,0.4888888888888232
38400,KELP,2020,6,SUBMISSION,ExplicitBook,0.4444444444443434
36500,KELP,2023,2,SUBMISSION,ExplicitBook,0.48076923076928324
34600,KELP,2023,1,SUBMISSION,ExplicitBook,0.9830508474576618
34500,KELP,2023,5,SUBMISSION,ExplicitBook,0.9242424242424931
33200,KELP,2024,10,SUBMISSION,ExplicitBook,0.823529411764639
28300,KELP,2024,2,SUBMISSION,ExplicitBook,0.9600000000000364
20400,KELP,2025,4,SUBMISSION,ExplicitBook,0.4444444444443434
18500,KELP,2025,1,SUBMISSION,ExplicitBook,0.4915254237287172
16600,KELP,2023,1,SUBMISSION,ExplicitBook,0.9836065573770156
16200,KELP,2023,1,SUBMISSION,ExplicitBook,0.9795918367346985
16100,KELP,2023,2,SUBMISSION,ExplicitBook,0.9545454545454959
15900,KELP,2024,6,SUBMISSION,ExplicitBook,0.47142857142853245
13900,KELP,2024,6,SUBMISSION,ExplicitBook,0.4814814814815236
11700,KELP,2023,2,SUBMISSION,ExplicitBook,0.9583333333332575
10600,KELP,2023,4,SUBMISSION,ExplicitBook,0.5
4300,KELP,2024,5,SUBMISSION,ExplicitBook,0.2678571428571104
2400,KELP,2025,1,SUBMISSION,ExplicitBook,0.9830508474576618
199500,RAINFOREST_RESIN,10002,1,,,1.9574468085102126
199200,KELP,2021,2,,,0.4680851063828868
199100,KELP,2020,1,,,1.5535714285713311
198800,KELP,2021,1,,,1.5272727272727025
197500,KELP,2020,1,,,1.533333333333303
197300,KELP,2023,1,,,1.0199999999999818
195800,KELP,2021,1,,,0.8611111111110858
195700,RAINFOREST_RESIN,10002,1,,,1.9555555555562023
194600,KELP,2018,1,,,1.5245901639343629
194300,KELP,2018,1,,,1.525423728813621
194000,KELP,2018,1,,,1.5964912280701355
193700,RAINFOREST_RESIN,9998,1,,,1.967213114754486
193300,RAINFOREST_RESIN,10002,1,,,1.8709677419356012
