timestamp,product,side,price,volume
700,RAINFOREST_RESIN,BID,9995,22
700,RAINFOREST_RESIN,ASK,10004,1
700,RAINFOREST_RESIN,ASK,10005,22
700,KELP,BID,2032,34
700,KELP,ASK,2035,39
800,SQUID_INK,BID,1836,26
800,SQUID_INK,ASK,1837,7
800,SQUID_INK,ASK,1839,25
800,RAINFOREST_RESIN,BID,9996,1
800,RAINFOREST_RESIN,BID,9995,24
800,RAINFOREST_RESIN,ASK,9997,1
800,RAINFOREST_RESIN,ASK,10000,6
800,RAINFOREST_RESIN,ASK,10004,1
800,RAINFOREST_RESIN,ASK,10005,24
800,KELP,BID,2032,41
800,KELP,ASK,2033,7
800,KELP,ASK,2035,25
900,SQUID_INK,BID,1840,25
900,SQUID_INK,ASK,1843,36
900,RAINFOREST_RESIN,BID,9996,1
900,RAINFOREST_RESIN,BID,9995,20
900,RAINFOREST_RESIN,ASK,9998,22
900,RAINFOREST_RESIN,ASK,10004,1
900,RAINFOREST_RESIN,ASK,10005,20
900,KELP,BID,2034,15
900,KELP,BID,2031,21
900,KELP,ASK,2035,21
1000,SQUID_INK,BID,1841,46
1000,SQUID_INK,ASK,1844,31
1000,RAINFOREST_RESIN,BID,9996,1
1000,RAINFOREST_RESIN,BID,9995,30
1000,RAINFOREST_RESIN,ASK,10004,1
1000,RAINFOREST_RESIN,ASK,10005,30
1000,KELP,BID,2032,31
1000,KELP,ASK,2035,51
1100,SQUID_INK,BID,1840,22
1100,SQUID_INK,ASK,1843,38
1100,RAINFOREST_RESIN,BID,9996,1
1100,RAINFOREST_RESIN,BID,9995,21
1100,RAINFOREST_RESIN,ASK,10002,6
1100,RAINFOREST_RESIN,ASK,10004,1
1100,RAINFOREST_RESIN,ASK,10005,21
1100,KELP,BID,2032,39
1100,KELP,ASK,2035,33
1200,SQUID_INK,BID,1839,38
1200,SQUID_INK,ASK,1842,34
1200,RAINFOREST_RESIN,BID,9996,1
1200,RAINFOREST_RESIN,BID,9995,22
1200,RAINFOREST_RESIN,ASK,10004,1
1200,RAINFOREST_RESIN,ASK,10005,22
1200,KELP,BID,2031,34
1200,KELP,ASK,2032,2
1200,KELP,ASK,2035,23
1300,SQUID_INK,BID,1840,36
1300,SQUID_INK,ASK,1843,38
1300,RAINFOREST_RESIN,BID,10002,2
1300,RAINFOREST_RESIN,BID,9995,25
1300,RAINFOREST_RESIN,ASK,10005,25
1300,KELP,BID,2033,1
1300,KELP,BID,2031,25
1300,KELP,ASK,2035,25
1400,SQUID_INK,BID,1841,36
1400,SQUID_INK,ASK,1842,12
1400,SQUID_INK,ASK,1844,23
1400,RAINFOREST_RESIN,BID,9995,23
1400,RAINFOREST_RESIN,ASK,10000,12
1400,RAINFOREST_RESIN,ASK,10005,23
1400,KELP,BID,2031,23
1400,KELP,ASK,2033,12
1400,KELP,ASK,2035,23
1500,SQUID_INK,BID,1844,2
1500,SQUID_INK,BID,1842,25
1500,SQUID_INK,ASK,1845,35
1500,RAINFOREST_RESIN,BID,9996,1
1500,RAINFOREST_RESIN,BID,9995,20
1500,RAINFOREST_RESIN,ASK,9998,8
1500,RAINFOREST_RESIN,ASK,10004,1
1500,RAINFOREST_RESIN,ASK,10005,20
1500,KELP,BID,2034,2
1500,KELP,BID,2032,1
1500,KELP,BID,2031,23
1500,KELP,ASK,2035,21
1600,SQUID_INK,BID,1844,4
1600,SQUID_INK,BID,1843,38
1600,SQUID_INK,ASK,1847,31
1600,RAINFOREST_RESIN,BID,9996,2
1600,RAINFOREST_RESIN,BID,9995,28
1600,RAINFOREST_RESIN,ASK,10004,2
1600,RAINFOREST_RESIN,ASK,10005,28
1600,KELP,BID,2032,30
1600,KELP,ASK,2035,46
1700,SQUID_INK,BID,1841,28
1700,SQUID_INK,ASK,1843,16
1700,SQUID_INK,ASK,1844,28
1700,RAINFOREST_RESIN,BID,9995,28
1700,RAINFOREST_RESIN,ASK,10005,28
1700,KELP,BID,2032,44
1700,KELP,ASK,2034,16
1700,KELP,ASK,2035,28
1800,SQUID_INK,BID,1843,8
1800,SQUID_INK,BID,1841,31
1800,SQUID_INK,ASK,1845,23
1800,RAINFOREST_RESIN,BID,10000,8
1800,RAINFOREST_RESIN,BID,9995,23
1800,RAINFOREST_RESIN,ASK,10002,10
1800,RAINFOREST_RESIN,ASK,10005,23
1800,KELP,BID,2033,8
1800,KELP,BID,2032,26
1800,KELP,ASK,2035,23
1900,SQUID_INK,BID,1844,32
1900,SQUID_INK,ASK,1845,2
1900,SQUID_INK,ASK,1847,3
1900,SQUID_INK,ASK,1848,30
1900,RAINFOREST_RESIN,BID,9996,2
1900,RAINFOREST_RESIN,BID,9995,30
1900,RAINFOREST_RESIN,ASK,10004,2
1900,RAINFOREST_RESIN,ASK,10005,30
1900,KELP,BID,2032,31
1900,KELP,ASK,2035,48
2000,SQUID_INK,BID,1846,26
2000,SQUID_INK,ASK,1849,38
2000,RAINFOREST_RESIN,BID,9996,2
2000,RAINFOREST_RESIN,BID,9995,21
2000,RAINFOREST_RESIN,ASK,10004,2
2000,RAINFOREST_RESIN,ASK,10005,21
2000,KELP,BID,2032,39
2000,KELP,ASK,2035,34
2100,SQUID_INK,BID,1845,43
2100,SQUID_INK,ASK,1847,10
2100,SQUID_INK,ASK,1848,2
2100,SQUID_INK,ASK,1849,26
2100,RAINFOREST_RESIN,BID,9996,2
2100,RAINFOREST_RESIN,BID,9995,26
2100,RAINFOREST_RESIN,ASK,10004,2
2100,RAINFOREST_RESIN,ASK,10005,26
2100,KELP,BID,2032,4
2100,KELP,BID,2031,33
2100,KELP,ASK,2034,10
2100,KELP,ASK,2035,28
2200,SQUID_INK,BID,1846,32
2200,SQUID_INK,ASK,1849,21
2200,RAINFOREST_RESIN,BID,9996,1
2200,RAINFOREST_RESIN,BID,9995,20
2200,RAINFOREST_RESIN,ASK,9998,8
2200,RAINFOREST_RESIN,ASK,10004,1
2200,RAINFOREST_RESIN,ASK,10005,20
2200,KELP,BID,2032,30
2200,KELP,ASK,2035,21
2300,SQUID_INK,BID,1848,7
2300,SQUID_INK,BID,1847,22
2300,SQUID_INK,ASK,1851,24
2300,KELP,BID,2033,1
2300,KELP,BID,2032,7
2300,KELP,BID,2031,22
2300,KELP,ASK,2035,24
2300,RAINFOREST_RESIN,BID,9996,2
2300,RAINFOREST_RESIN,BID,9995,22
2300,RAINFOREST_RESIN,ASK,10004,2
2300,RAINFOREST_RESIN,ASK,10005,22
2400,SQUID_INK,BID,1846,22
2400,SQUID_INK,ASK,1849,38
2400,RAINFOREST_RESIN,BID,9996,2
2400,RAINFOREST_RESIN,BID,9995,20
2400,RAINFOREST_RESIN,ASK,10004,2
2400,RAINFOREST_RESIN,ASK,10005,20
2400,KELP,BID,2031,22
2400,KELP,ASK,2035,23
2500,SQUID_INK,BID,1847,4
2500,SQUID_INK,BID,1846,33
2500,SQUID_INK,ASK,1850,23
2500,RAINFOREST_RESIN,BID,9998,6
2500,RAINFOREST_RESIN,BID,9996,2
2500,RAINFOREST_RESIN,BID,9995,21
2500,RAINFOREST_RESIN,ASK,10004,2
2500,RAINFOREST_RESIN,ASK,10005,21
2500,KELP,BID,2033,1
2500,KELP,BID,2032,2
2500,KELP,BID,2031,21
2500,KELP,ASK,2035,23
2600,SQUID_INK,BID,1850,1
2600,SQUID_INK,BID,1849,30
2600,SQUID_INK,ASK,1852,30
2600,RAINFOREST_RESIN,BID,10002,2
2600,RAINFOREST_RESIN,BID,9996,1
2600,RAINFOREST_RESIN,BID,9995,29
2600,RAINFOREST_RESIN,ASK,10004,1
2600,RAINFOREST_RESIN,ASK,10005,29
2600,KELP,BID,2032,1
2600,KELP,BID,2031,29
2600,KELP,ASK,2035,31
2700,SQUID_INK,BID,1848,30
2700,SQUID_INK,ASK,1851,24
2700,RAINFOREST_RESIN,BID,9998,14
2700,RAINFOREST_RESIN,BID,9996,2
2700,RAINFOREST_RESIN,BID,9995,21
2700,RAINFOREST_RESIN,ASK,10004,2
2700,RAINFOREST_RESIN,ASK,10005,21
2700,KELP,BID,2032,9
2700,KELP,BID,2031,21
2700,KELP,ASK,2035,23
2800,SQUID_INK,BID,1849,27
2800,SQUID_INK,ASK,1852,27
2800,KELP,BID,2031,27
2800,KELP,ASK,2035,27
2800,RAINFOREST_RESIN,BID,9995,27
2800,RAINFOREST_RESIN,ASK,10005,27
2900,SQUID_INK,BID,1848,22
2900,SQUID_INK,ASK,1851,38
2900,KELP,BID,2031,22
2900,KELP,ASK,2035,22
2900,RAINFOREST_RESIN,BID,9996,2
2900,RAINFOREST_RESIN,BID,9995,20
2900,RAINFOREST_RESIN,ASK,10004,2
2900,RAINFOREST_RESIN,ASK,10005,20
3000,SQUID_INK,BID,1850,2
3000,SQUID_INK,BID,1848,49
3000,SQUID_INK,ASK,1851,30
3000,RAINFOREST_RESIN,BID,9996,1
3000,RAINFOREST_RESIN,BID,9995,29
3000,RAINFOREST_RESIN,ASK,10004,1
3000,RAINFOREST_RESIN,ASK,10005,29
3000,KELP,BID,2034,2
3000,KELP,BID,2032,6
3000,KELP,BID,2031,29
3000,KELP,ASK,2035,30
3100,SQUID_INK,BID,1848,28
3100,SQUID_INK,ASK,1851,44
3100,RAINFOREST_RESIN,BID,9998,10
3100,RAINFOREST_RESIN,BID,9996,1
3100,RAINFOREST_RESIN,BID,9995,27
3100,RAINFOREST_RESIN,ASK,10004,1
3100,RAINFOREST_RESIN,ASK,10005,27
3100,KELP,BID,2032,28
3100,KELP,ASK,2035,46
3200,SQUID_INK,BID,1848,40
3200,SQUID_INK,ASK,1849,10
3200,SQUID_INK,ASK,1851,24
3200,RAINFOREST_RESIN,BID,10002,4
3200,RAINFOREST_RESIN,BID,9995,24
3200,RAINFOREST_RESIN,ASK,10005,24
3200,KELP,BID,2032,41
3200,KELP,ASK,2033,10
3200,KELP,ASK,2035,24
3300,SQUID_INK,BID,1850,4
3300,SQUID_INK,BID,1849,26
3300,SQUID_INK,ASK,1852,25
3300,RAINFOREST_RESIN,BID,10002,2
3300,RAINFOREST_RESIN,BID,9996,1
3300,RAINFOREST_RESIN,BID,9995,24
3300,RAINFOREST_RESIN,ASK,10004,1
3300,RAINFOREST_RESIN,ASK,10005,24
3300,KELP,BID,2032,30
3300,KELP,ASK,2035,40
3400,SQUID_INK,BID,1849,2
3400,SQUID_INK,BID,1848,27
3400,SQUID_INK,ASK,1852,33
3400,RAINFOREST_RESIN,BID,9998,12
3400,RAINFOREST_RESIN,BID,9996,2
3400,RAINFOREST_RESIN,BID,9995,27
3400,RAINFOREST_RESIN,ASK,10004,2
3400,RAINFOREST_RESIN,ASK,10005,27
3400,KELP,BID,2032,44
3400,KELP,ASK,2035,40
3500,SQUID_INK,BID,1850,26
3500,SQUID_INK,ASK,1853,42
3500,RAINFOREST_RESIN,BID,9995,26
3500,RAINFOREST_RESIN,ASK,10002,13
3500,RAINFOREST_RESIN,ASK,10005,26
3500,KELP,BID,2032,37
3500,KELP,ASK,2035,39
3600,SQUID_INK,BID,1850,43
3600,SQUID_INK,ASK,1853,38
3600,RAINFOREST_RESIN,BID,9995,27
3600,RAINFOREST_RESIN,ASK,10002,8
3600,RAINFOREST_RESIN,ASK,10005,27
3600,KELP,BID,2032,40
3600,KELP,ASK,2035,39
3700,SQUID_INK,BID,1851,36
3700,SQUID_INK,ASK,1854,25
3700,RAINFOREST_RESIN,BID,9998,3
3700,RAINFOREST_RESIN,BID,9995,25
3700,RAINFOREST_RESIN,ASK,10005,25
3700,KELP,BID,2032,37
3700,KELP,ASK,2035,37
3800,SQUID_INK,BID,1853,24
3800,SQUID_INK,ASK,1854,14
3800,SQUID_INK,ASK,1856,24
3800,RAINFOREST_RESIN,BID,9995,24
3800,RAINFOREST_RESIN,ASK,10005,24
3800,KELP,BID,2032,36
3800,KELP,ASK,2034,14
3800,KELP,ASK,2035,24
3900,SQUID_INK,BID,1852,34
3900,SQUID_INK,ASK,1855,26
3900,RAINFOREST_RESIN,BID,9996,2
3900,RAINFOREST_RESIN,BID,9995,24
3900,RAINFOREST_RESIN,ASK,10004,2
3900,RAINFOREST_RESIN,ASK,10005,24
3900,KELP,BID,2032,39
3900,KELP,ASK,2035,26
4000,SQUID_INK,BID,1854,30
4000,SQUID_INK,ASK,1857,47
4000,RAINFOREST_RESIN,BID,10002,2
4000,RAINFOREST_RESIN,BID,9996,1
4000,RAINFOREST_RESIN,BID,9995,30
4000,RAINFOREST_RESIN,ASK,10004,1
4000,RAINFOREST_RESIN,ASK,10005,30
4000,KELP,BID,2032,30
4000,KELP,ASK,2035,47
4100,SQUID_INK,BID,1855,10
4100,SQUID_INK,BID,1854,2
4100,SQUID_INK,BID,1853,29
4100,SQUID_INK,ASK,1857,24
4100,RAINFOREST_RESIN,BID,10000,10
4100,RAINFOREST_RESIN,BID,9996,2
4100,RAINFOREST_RESIN,BID,9995,22
4100,RAINFOREST_RESIN,ASK,10002,5
4100,RAINFOREST_RESIN,ASK,10004,2
4100,RAINFOREST_RESIN,ASK,10005,22
4100,KELP,BID,2033,10
4100,KELP,BID,2032,30
4100,KELP,ASK,2035,24
4200,SQUID_INK,BID,1854,29
4200,SQUID_INK,ASK,1856,14
4200,SQUID_INK,ASK,1857,31
4200,RAINFOREST_RESIN,BID,10002,10
4200,RAINFOREST_RESIN,BID,9996,1
4200,RAINFOREST_RESIN,BID,9995,28
4200,RAINFOREST_RESIN,ASK,10004,1
4200,RAINFOREST_RESIN,ASK,10005,28
4200,KELP,BID,2032,29
4200,KELP,ASK,2034,14
4200,KELP,ASK,2035,31
4300,SQUID_INK,BID,1854,40
4300,SQUID_INK,ASK,1857,37
4300,RAINFOREST_RESIN,BID,9995,26
4300,RAINFOREST_RESIN,ASK,10002,16
4300,RAINFOREST_RESIN,ASK,10005,26
4300,KELP,BID,2032,40
4300,KELP,ASK,2035,37
4400,SQUID_INK,BID,1853,39
4400,SQUID_INK,ASK,1856,28
4400,RAINFOREST_RESIN,BID,9995,28
4400,RAINFOREST_RESIN,ASK,10005,28
4400,KELP,BID,2032,39
4400,KELP,ASK,2035,41
4500,SQUID_INK,BID,1853,26
4500,SQUID_INK,ASK,1854,16
4500,SQUID_INK,ASK,1856,26
4500,RAINFOREST_RESIN,BID,9995,26
4500,RAINFOREST_RESIN,ASK,10005,26
4500,KELP,BID,2032,39
4500,KELP,ASK,2034,16
4500,KELP,ASK,2035,26
4600,SQUID_INK,BID,1857,29
4600,SQUID_INK,ASK,1858,6
4600,SQUID_INK,ASK,1860,21
4600,RAINFOREST_RESIN,BID,9995,21
4600,RAINFOREST_RESIN,ASK,10005,21
4600,KELP,BID,2032,33
4600,KELP,ASK,2034,6
4600,KELP,ASK,2035,27
4700,SQUID_INK,BID,1856,3
4700,SQUID_INK,BID,1855,26
4700,SQUID_INK,ASK,1858,26
4700,RAINFOREST_RESIN,BID,9998,5
4700,RAINFOREST_RESIN,BID,9995,26
4700,RAINFOREST_RESIN,ASK,10005,26
4700,KELP,BID,2032,38
4700,KELP,ASK,2035,38
4800,SQUID_INK,BID,1861,2
4800,SQUID_INK,BID,1860,7
4800,SQUID_INK,BID,1859,23
4800,SQUID_INK,ASK,1863,26
4800,RAINFOREST_RESIN,BID,9996,1
4800,RAINFOREST_RESIN,BID,9995,22
4800,RAINFOREST_RESIN,ASK,10004,1
4800,RAINFOREST_RESIN,ASK,10005,22
4800,KELP,BID,2034,2
4800,KELP,BID,2032,40
4800,KELP,ASK,2035,23
4900,SQUID_INK,BID,1857,24
4900,SQUID_INK,ASK,1859,12
4900,SQUID_INK,ASK,1860,2
4900,SQUID_INK,ASK,1861,22
4900,RAINFOREST_RESIN,BID,9996,2
4900,RAINFOREST_RESIN,BID,9995,22
4900,RAINFOREST_RESIN,ASK,10004,2
4900,RAINFOREST_RESIN,ASK,10005,22
4900,KELP,BID,2032,24
4900,KELP,ASK,2034,12
4900,KELP,ASK,2035,28
5000,SQUID_INK,BID,1860,12
5000,SQUID_INK,BID,1859,30
5000,SQUID_INK,ASK,1863,31
5000,RAINFOREST_RESIN,BID,9998,9
5000,RAINFOREST_RESIN,BID,9996,1
5000,RAINFOREST_RESIN,BID,9995,30
5000,RAINFOREST_RESIN,ASK,10004,1
5000,RAINFOREST_RESIN,ASK,10005,30
5000,KELP,BID,2033,11
5000,KELP,BID,2032,41
5000,KELP,ASK,2035,31
5100,SQUID_INK,BID,1859,26
5100,SQUID_INK,ASK,1862,26
5100,KELP,BID,2032,26
5100,KELP,ASK,2035,52
5100,RAINFOREST_RESIN,BID,9995,26
5100,RAINFOREST_RESIN,ASK,10005,26
5200,SQUID_INK,BID,1859,28
5200,SQUID_INK,BID,1858,25
5200,SQUID_INK,ASK,1861,25
5200,RAINFOREST_RESIN,BID,10000,10
5200,RAINFOREST_RESIN,BID,9998,7
5200,RAINFOREST_RESIN,BID,9996,2
5200,RAINFOREST_RESIN,ASK,10004,2
5200,RAINFOREST_RESIN,ASK,10005,23
5200,KELP,BID,2033,21
5200,KELP,BID,2032,31
5200,KELP,ASK,2033,4
5200,KELP,ASK,2035,25
5300,SQUID_INK,BID,1857,22
5300,SQUID_INK,ASK,1860,39
5300,RAINFOREST_RESIN,BID,9995,22
5300,RAINFOREST_RESIN,ASK,9998,24
5300,RAINFOREST_RESIN,ASK,10005,22
5300,KELP,BID,2032,26
5300,KELP,ASK,2035,44
5400,SQUID_INK,BID,1859,1
5400,SQUID_INK,BID,1857,30
5400,SQUID_INK,ASK,1860,30
5400,RAINFOREST_RESIN,BID,10004,1
5400,RAINFOREST_RESIN,BID,9995,30
5400,RAINFOREST_RESIN,ASK,10005,30
5400,KELP,BID,2034,1
5400,KELP,BID,2032,40
5400,KELP,ASK,2035,43
5500,SQUID_INK,BID,1858,29
5500,SQUID_INK,ASK,1859,16
5500,SQUID_INK,ASK,1862,29
5500,RAINFOREST_RESIN,BID,10004,1
5500,RAINFOREST_RESIN,BID,10003,1
5500,RAINFOREST_RESIN,BID,9996,1
5500,RAINFOREST_RESIN,BID,9995,28
5500,RAINFOREST_RESIN,ASK,10004,1
5500,RAINFOREST_RESIN,ASK,10005,28
5500,KELP,BID,2032,33
5500,KELP,ASK,2035,41
5600,SQUID_INK,BID,1860,5
5600,SQUID_INK,BID,1859,27
5600,SQUID_INK,ASK,1862,25
5600,RAINFOREST_RESIN,BID,9998,4
5600,RAINFOREST_RESIN,BID,9996,2
5600,RAINFOREST_RESIN,BID,9995,23
5600,RAINFOREST_RESIN,ASK,10003,2
5600,RAINFOREST_RESIN,ASK,10004,2
5600,RAINFOREST_RESIN,ASK,10005,23
5600,KELP,BID,2032,37
5600,KELP,ASK,2035,37
5700,SQUID_INK,BID,1859,4
5700,SQUID_INK,BID,1858,30
5700,SQUID_INK,ASK,1862,36
5700,RAINFOREST_RESIN,BID,9996,1
5700,RAINFOREST_RESIN,BID,9995,30
5700,RAINFOREST_RESIN,ASK,10004,1
5700,RAINFOREST_RESIN,ASK,10005,30
5700,KELP,BID,2032,46
5700,KELP,ASK,2035,31
5800,SQUID_INK,BID,1858,30
5800,SQUID_INK,ASK,1861,46
5800,RAINFOREST_RESIN,BID,9996,2
5800,RAINFOREST_RESIN,BID,9995,28
5800,RAINFOREST_RESIN,ASK,10004,2
5800,RAINFOREST_RESIN,ASK,10005,28
5800,KELP,BID,2032,30
5800,KELP,ASK,2035,46
5900,SQUID_INK,BID,1858,11
5900,SQUID_INK,BID,1857,28
5900,SQUID_INK,ASK,1860,23
5900,RAINFOREST_RESIN,BID,9996,2
5900,RAINFOREST_RESIN,BID,9995,21
5900,RAINFOREST_RESIN,ASK,10004,2
5900,RAINFOREST_RESIN,ASK,10005,21
5900,KELP,BID,2032,39
5900,KELP,ASK,2035,34
6000,SQUID_INK,BID,1859,30
6000,SQUID_INK,ASK,1862,41
6000,RAINFOREST_RESIN,BID,9995,30
6000,RAINFOREST_RESIN,ASK,10002,13
6000,RAINFOREST_RESIN,ASK,10005,30
6000,KELP,BID,2032,41
6000,KELP,ASK,2035,43
6100,SQUID_INK,BID,1859,25
6100,SQUID_INK,ASK,1862,25
6100,KELP,BID,2032,38
6100,KELP,ASK,2035,37
6100,RAINFOREST_RESIN,BID,9996,1
6100,RAINFOREST_RESIN,BID,9995,24
6100,RAINFOREST_RESIN,ASK,10004,1
6100,RAINFOREST_RESIN,ASK,10005,24
6200,SQUID_INK,BID,1861,2
6200,SQUID_INK,BID,1859,30
6200,SQUID_INK,ASK,1862,46
6200,RAINFOREST_RESIN,BID,9998,6
6200,RAINFOREST_RESIN,BID,9996,1
6200,RAINFOREST_RESIN,BID,9995,29
6200,RAINFOREST_RESIN,ASK,10004,1
6200,RAINFOREST_RESIN,ASK,10005,29
6200,KELP,BID,2034,2
6200,KELP,BID,2032,40
6200,KELP,ASK,2035,42
6300,SQUID_INK,BID,1861,11
6300,SQUID_INK,BID,1859,26
6300,SQUID_INK,ASK,1862,23
6300,RAINFOREST_RESIN,BID,9995,22
6300,RAINFOREST_RESIN,ASK,10005,22
6300,KELP,BID,2034,11
6300,KELP,BID,2032,23
6300,KELP,ASK,2035,34
6400,SQUID_INK,BID,1858,24
6400,SQUID_INK,ASK,1861,7
6400,SQUID_INK,ASK,1862,28
6400,RAINFOREST_RESIN,BID,9996,1
6400,RAINFOREST_RESIN,BID,9995,23
6400,RAINFOREST_RESIN,ASK,10002,6
6400,RAINFOREST_RESIN,ASK,10004,1
6400,RAINFOREST_RESIN,ASK,10005,23
6400,KELP,BID,2032,25
6400,KELP,ASK,2035,40
6500,SQUID_INK,BID,1860,17
6500,SQUID_INK,BID,1859,22
6500,SQUID_INK,ASK,1862,22
6500,RAINFOREST_RESIN,BID,9995,22
6500,RAINFOREST_RESIN,ASK,10005,22
6500,KELP,BID,2032,38
6500,KELP,ASK,2035,33
6600,SQUID_INK,BID,1860,22
6600,SQUID_INK,ASK,1863,52
6600,RAINFOREST_RESIN,BID,9996,2
6600,RAINFOREST_RESIN,BID,9995,27
6600,RAINFOREST_RESIN,ASK,10004,2
6600,RAINFOREST_RESIN,ASK,10005,27
6600,KELP,BID,2032,33
6600,KELP,ASK,2035,42
6700,SQUID_INK,BID,1861,1
6700,SQUID_INK,BID,1859,48
6700,SQUID_INK,ASK,1861,14
6700,SQUID_INK,ASK,1862,31
6700,RAINFOREST_RESIN,BID,10003,1
6700,RAINFOREST_RESIN,BID,9996,1
6700,RAINFOREST_RESIN,BID,9995,30
6700,RAINFOREST_RESIN,ASK,10004,1
6700,RAINFOREST_RESIN,ASK,10005,30
6700,KELP,BID,2034,1
6700,KELP,BID,2032,43
6700,KELP,ASK,2034,14
6700,KELP,ASK,2035,1
6700,KELP,ASK,2036,30
6800,SQUID_INK,BID,1860,8
6800,SQUID_INK,BID,1859,32
6800,SQUID_INK,ASK,1862,4
6800,SQUID_INK,ASK,1863,29
6800,RAINFOREST_RESIN,BID,10000,10
6800,RAINFOREST_RESIN,BID,9996,2
6800,RAINFOREST_RESIN,BID,9995,29
6800,RAINFOREST_RESIN,ASK,10004,2
6800,RAINFOREST_RESIN,ASK,10005,29
6800,KELP,BID,2033,8
6800,KELP,BID,2032,31
6800,KELP,ASK,2035,31
6900,SQUID_INK,BID,1860,31
6900,SQUID_INK,ASK,1862,6
6900,SQUID_INK,ASK,1863,39
6900,RAINFOREST_RESIN,BID,9996,2
6900,RAINFOREST_RESIN,BID,9995,27
6900,RAINFOREST_RESIN,ASK,10004,2
6900,RAINFOREST_RESIN,ASK,10005,27
6900,KELP,BID,2032,29
6900,KELP,ASK,2034,6
6900,KELP,ASK,2035,39
7000,SQUID_INK,BID,1860,14
7000,SQUID_INK,BID,1859,33
7000,SQUID_INK,ASK,1863,31
7000,RAINFOREST_RESIN,BID,9996,1
7000,RAINFOREST_RESIN,BID,9995,30
7000,RAINFOREST_RESIN,ASK,10004,1
7000,RAINFOREST_RESIN,ASK,10005,30
7000,KELP,BID,2032,54
7000,KELP,ASK,2035,31
7100,SQUID_INK,BID,1860,31
7100,SQUID_INK,ASK,1863,47
7100,RAINFOREST_RESIN,BID,9996,1
7100,RAINFOREST_RESIN,BID,9995,30
7100,RAINFOREST_RESIN,ASK,9998,10
7100,RAINFOREST_RESIN,ASK,10002,7
7100,RAINFOREST_RESIN,ASK,10004,1
7100,KELP,BID,2032,31
7100,KELP,ASK,2035,47
7200,SQUID_INK,BID,1859,45
7200,SQUID_INK,ASK,1862,23
7200,RAINFOREST_RESIN,BID,9996,1
7200,RAINFOREST_RESIN,BID,9995,22
7200,RAINFOREST_RESIN,ASK,9996,6
7200,RAINFOREST_RESIN,ASK,9997,1
7200,RAINFOREST_RESIN,ASK,10002,1
7200,RAINFOREST_RESIN,ASK,10004,1
7200,RAINFOREST_RESIN,ASK,10005,22
7200,KELP,BID,2032,45
7200,KELP,ASK,2035,23
7300,SQUID_INK,BID,1858,26
7300,SQUID_INK,ASK,1861,42
